index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,geometry
1417,richmond house,,Nursing and residential care facilities,Province of British Columbia,,8691,no 2 rd,V7C3M4,richmond,bc,8691 no. 2 rd richmond bc v7c 3m4,Richmond,5915015,59,49.1492749,-123.1593858,POINT (-123.1593858 49.1492749)
1418,richmond in-store medical clinic,,Ambulatory health care services,Province of British Columbia,,4651,no 3 road,V6X2C4,richmond,bc,4651 no. 3 road richmond bc v6x 2c4,Richmond,5915015,59,49.179216,-123.138509,POINT (-123.138509 49.179216)
1419,richmond lions manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7E3M4,richmond,bc,,Richmond,,59,,,
1420,richmond lions manor - bridgeport,,Nursing and residential care facilities,Province of British Columbia,,9020,bridgeport rd,V6X1S1,richmond,bc,9020 bridgeport rd richmond bc v6x 1s1,Richmond,5915015,59,49.1915171,-123.1251463,POINT (-123.1251463 49.1915171)
1421,ridge meadows care clinic,,Ambulatory health care services,Province of British Columbia,,203-19800,lougheed highway,V3Y2W1,pitt meadows,bc,203-19800 lougheed highway pitt meadows bc v3y 2w1,Pitt Meadows,5915070,59,49.22004,-122.6718,POINT (-122.6718 49.22004)
1422,ridge meadows hospital,general,Hospitals,Public Health Agency of Canada,,11666,laity st,V2X5A3,maple ridge,bc,11666 laity st. maple ridge bc v2x 5a3,Maple Ridge,5915075,59,49.2161889,-122.63008,POINT (-122.63008 49.2161889)
1423,ridge meadows hospital and health care centre,,Hospitals,Canadian Institute for Health Information,,11666,laity street,V2X5A3,maple ridge,bc,11666 laity street maple ridge bc v2x 5a3 canada,Maple Ridge,5915075,59,49.214501,-122.631629,POINT (-122.631629 49.214501)
1424,ridgeview lodge,,Nursing and residential care facilities,Province of British Columbia,,920,desmond street,V2B5K6,kamloops,bc,920 desmond street kamloops bc v2b 5k6,Kamloops,5933042,59,50.7034312,-120.3931349,POINT (-120.3931349 50.7034312)
1425,ridgewood lodge,,Nursing and residential care facilities,Province of British Columbia,,98,ridgewood dr,V0X1W0,princeton,bc,98 ridgewood dr princeton bc v0x 1w0,Princeton,5907024,59,49.45385,-120.527633,POINT (-120.527633 49.45385)
1426,rittich road,,Nursing and residential care facilities,Province of British Columbia,,5120,rittich rd,V1X7V6,kelowna,bc,5120 rittich rd kelowna bc v1x 7v6,Central Okanagan,5935012,59,49.9566759,-119.3620705,POINT (-119.3620705 49.9566759)
1427,river city medical clinic,,Ambulatory health care services,Province of British Columbia,,1424,island highway,V9W2E3,campbell river,bc,1424 island highway campbell river bc v9w 2e3,Campbell River 11,5924804,59,50.036017,-125.248484,POINT (-125.248484 50.036017)
1428,river house,,Nursing and residential care facilities,Province of British Columbia,,611,enzo rd,V2B0E6,kamloops,bc,611 enzo rd kamloops bc v2b 0e6,Kamloops,5933042,59,50.752861,-120.347488,POINT (-120.347488 50.752861)
1429,river road residence,,Nursing and residential care facilities,Province of British Columbia,,20972,river rd,V2X1Z9,maple ridge,bc,20972 river rd maple ridge bc v2x 1z9,Maple Ridge,5915075,59,49.2117379,-122.6403965,POINT (-122.6403965 49.2117379)
1430,riverview hospital,psychiatric,Hospitals,Public Health Agency of Canada,,2601,lougheed hwy,V3C4J2,coquitlam,bc,2601 lougheed hwy. coquitlam bc v3c 4j2,Coquitlam,5915034,59,49.2508389,-122.806171,POINT (-122.806171 49.2508389)
1431,roalshary,,Nursing and residential care facilities,Province of British Columbia,,558,73 ave,V0H1H0,grand forks,bc,558 73 ave grand forks bc v0h 1h0,Grand Forks,5905032,59,49.031426,-118.441395,POINT (-118.441395 49.031426)
1432,robinson group home,,Nursing and residential care facilities,Province of British Columbia,,8400,robinson rd,V6Y1B5,richmond,bc,8400 robinson rd richmond bc v6y 1b5,Richmond,5915015,59,49.1490998,-123.1303718,POINT (-123.1303718 49.1490998)
1433,robson medical centre,,Ambulatory health care services,Province of British Columbia,,238,robson street,V6B6A1,vancouver,bc,238 robson street vancouver bc v6b 6a1,Vancouver,5915022,59,49.278437,-123.115388,POINT (-123.115388 49.278437)
1434,rocky mountain care village,,Nursing and residential care facilities,Province of British Columbia,,55,cokato rd,V0B1M0,fernie,bc,55 cokato rd fernie bc v0b 1m0,Fernie,5901012,59,49.4923849,-115.0666592,POINT (-115.0666592 49.4923849)
1435,rosecliffe residence,,Nursing and residential care facilities,Province of British Columbia,,5527,shorncliffe ave,V0N3A7,sechelt,bc,5527 shorncliffe ave sechelt bc v0n 3a7,Sechelt,5929011,59,49.4728988,-123.7649643,POINT (-123.7649643 49.4728988)
1436,rosedale medical associates,,Ambulatory health care services,Province of British Columbia,,200-13009,rosedale avenue,V0H1Z0,summerland,bc,200-13009 rosedale avenue summerland bc v0h 1z0,Summerland,5907035,59,49.601216,-119.677714,POINT (-119.677714 49.601216)
1437,rosemary heights seniors village,,Nursing and residential care facilities,Province of British Columbia,,15240,34 ave,V3Z2J9,surrey,bc,15240 34th ave surrey bc v3z 2j9,Surrey,5915004,59,49.0635552,-122.8006006,POINT (-122.8006006 49.0635552)
1438,rosemont house,,Nursing and residential care facilities,Province of British Columbia,,529,west houston street,V1L6C9,nelson,bc,529 west houston street nelson bc v1l 6c9,Nelson,5903015,59,49.480804,-117.299592,POINT (-117.299592 49.480804)
1439,rosewood,,Nursing and residential care facilities,Province of British Columbia,,7916,rosewood st,V5E2H3,burnaby,bc,7916 rosewood st burnaby bc v5e 2h3,Burnaby,5915025,59,49.2279271,-122.9379603,POINT (-122.9379603 49.2279271)
1440,rosewood manor,,Nursing and residential care facilities,Province of British Columbia,,6260,blundell rd,V7C5C4,richmond,bc,6260 blundell rd richmond bc v7c 5c4,Richmond,5915015,59,49.1551041,-123.1553156,POINT (-123.1553156 49.1551041)
1441,roslin house,,Nursing and residential care facilities,Province of British Columbia,,1733,highland dr n,V1Y4K9,kelowna,bc,1733 highland dr n kelowna bc v1y 4k9,Kelowna,5935010,59,49.8922928,-119.4585279,POINT (-119.4585279 49.8922928)
1442,ross road home,,Nursing and residential care facilities,Province of British Columbia,,1680,ross rd,V7J1V4,north vancouver,bc,1680 ross rd north vancouver bc v7j 1v4,North Vancouver,5915046,59,49.3362883,-123.0277681,POINT (-123.0277681 49.3362883)
1443,rotary hospice house,,Nursing and residential care facilities,Province of British Columbia,,3089,clapperton st,V2L5N4,prince george,bc,3089 clapperton st prince george bc v2l 5n4,Prince George,5953023,59,53.889563,-122.75596,POINT (-122.75596 53.889563)
1444,rotary manor,,Nursing and residential care facilities,Province of British Columbia,,1121,90 ave,V1G5A3,dawson creek,bc,1121 90 ave dawson creek bc v1g 5a3,Dawson Creek,5955014,59,55.773403,-120.23466,POINT (-120.23466 55.773403)
1445,rote scheune acres,,Nursing and residential care facilities,Province of British Columbia,,2222,saucier rd,V1W4B8,kelowna,bc,2222 saucier rd kelowna bc v1w 4b8,Kelowna,5935010,59,49.8231878,-119.4395524,POINT (-119.4395524 49.8231878)
1446,royal arch masonic home,,Nursing and residential care facilities,Province of British Columbia,,7850,champlain cres,V5S4C7,vancouver,bc,7850 champlain cres vancouver bc v5s 4c7,Vancouver,5915022,59,49.2135328,-123.0288043,POINT (-123.0288043 49.2135328)
1447,royal ascot care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5M1Y1,vancouver,bc,,Vancouver,,59,,,
1448,royal city manor,,Nursing and residential care facilities,Province of British Columbia,,77,jamieson ct,V3L5P8,new westminster,bc,77 jamieson ct new westminster bc v3l 5p8,New Westminster,5915029,59,49.2153153,-122.8951618,POINT (-122.8951618 49.2153153)
1449,royal columbia medical clinic,,Ambulatory health care services,Province of British Columbia,,107-301,east columbia street,V3L3W5,new westminster,bc,107-301 east columbia street new westminster bc v3l 3w5,New Westminster,5915029,59,49.225627,-122.892883,POINT (-122.892883 49.225627)
1450,royal columbian hospital,general,Hospitals,Public Health Agency of Canada,,330,east columbia st,V3L3W7,new westminster,bc,330 east columbia st. new westminster bc v3l 3w7,New Westminster,5915029,59,49.2264136,-122.8916374,POINT (-122.8916374 49.2264136)
1451,royal inland hospital,general,Hospitals,Public Health Agency of Canada,,311,columbia st,V2C2T1,kamloops,bc,311 columbia st. kamloops bc v2c 2t1,Kamloops,5933042,59,50.6701949,-120.3345924,POINT (-120.3345924 50.6701949)
1452,royal jubilee hospital,general,Hospitals,Public Health Agency of Canada,,1952,bay st,V8R1J8,victoria,bc,1952 bay st. victoria bc v8r 1j8,Victoria,5917034,59,48.432719,-123.3279135,POINT (-123.3279135 48.432719)
1453,royal oak house,,Nursing and residential care facilities,Province of British Columbia,,780,royal oak ave,V8X3T1,victoria,bc,780 royal oak ave victoria bc v8x 3t1,Saanich,5917021,59,48.4937596,-123.3852606,POINT (-123.3852606 48.4937596)
1454,ruby willows health care ltd,,Nursing and residential care facilities,Province of British Columbia,,6721,238 st,V2Y2H5,langley,bc,6721 238th st langley bc v2y 2h5,Langley,5915001,59,49.124274,-122.565628,POINT (-122.565628 49.124274)
1455,ryall road residence,,Nursing and residential care facilities,Province of British Columbia,,6124,ryall rd,V9L2H7,duncan,bc,6124 ryall rd duncan bc v9l 2h7,North Cowichan,5919008,59,48.793073,-123.72443,POINT (-123.72443 48.793073)
1456,ryz's supportive living services,,Nursing and residential care facilities,Province of British Columbia,,404,100 ave,V1G1V7,dawson creek,bc,404 100 ave dawson creek bc v1g 1v7,Dawson Creek,5955014,59,55.7616196,-120.2179821,POINT (-120.2179821 55.7616196)
1457,s.u.c.c.e.s.s. simon k.y. lee seniors care home,,Nursing and residential care facilities,Province of British Columbia,,555,carrall st,V6B2J8,vancouver,bc,555 carrall st vancouver bc v6b 2j8,Vancouver,5915022,59,49.27979,-123.105,POINT (-123.105 49.27979)
1458,saanich house,,Nursing and residential care facilities,Province of British Columbia,,5416,saanich avenue,V8A4G9,powell river,bc,5416 saanich avenue powell river bc v8a 4g9,Powell River,5927008,59,49.862878,-124.52162,POINT (-124.52162 49.862878)
1459,saanich peninsula hospital,general,Hospitals,Public Health Agency of Canada,,2166,mount newton x rd,V8M2B2,saanichton,bc,2166 mount newton x rd. saanichton bc v8m 2b2,Central Saanich,5917015,59,48.5944724,-123.4105953,POINT (-123.4105953 48.5944724)
1460,saanich plaza medical clinic,,Ambulatory health care services,Province of British Columbia,,3544,blanshard street,V8X1W3,victoria,bc,3544 blanshard street victoria bc v8x 1w3,Saanich,5917021,59,48.456348,-123.374168,POINT (-123.374168 48.456348)
1461,safa medical clinic,,Ambulatory health care services,Province of British Columbia,,2574352,202 street,V1M4A7,langley,bc,5-8948 202nd street langley bc v1m 4a7,Langley,5915001,59,49.165841,-122.662404,POINT (-122.662404 49.165841)
1462,sage health centre,,Nursing and residential care facilities,Province of British Columbia,,101,columbia st w,V2C2S7,kamloops,bc,101 columbia st w kamloops bc v2c 2s7,Kamloops,5933042,59,50.6712832,-120.3418283,POINT (-120.3418283 50.6712832)
1463,saik'uz first nation,,Ambulatory health care services,Province of British Columbia,,716,patrick street,V0J3A1,vanderhoof,bc,716 patrick street vanderhoof bc v0j 3a1,Stony Creek 1,5951809,59,53.941923,-124.102601,POINT (-124.102601 53.941923)
1464,sakura house,,Nursing and residential care facilities,Province of British Columbia,,566,schoolhouse st,V3J5P3,coquitlam,bc,566 schoolhouse st coquitlam bc v3j 5p3,Coquitlam,5915034,59,49.253089,-122.852693,POINT (-122.852693 49.253089)
1465,salmon arm medical clinic,,Ambulatory health care services,Province of British Columbia,,581,hudson avenue ne,V1E4N8,salmon arm,bc,581 hudson avenue ne salmon arm bc v1e 4n8,Salmon Arm,5939032,59,50.703316,-119.278208,POINT (-119.278208 50.703316)
1466,salvation army harbour light centre,,Nursing and residential care facilities,Province of British Columbia,,119,e cordova st,V6A1K8,vancouver,bc,119 e cordova st vancouver bc v6a 1k8,Vancouver,5915022,59,49.282434,-123.101,POINT (-123.101 49.282434)
1467,salveo medical clinic,,Ambulatory health care services,Province of British Columbia,,2155,ferry avenue,V2N5E8,prince george,bc,2155 ferry avenue prince george bc v2n 5e8,Prince George,5953023,59,53.887457,-122.769326,POINT (-122.769326 53.887457)
1468,san miguel,,Nursing and residential care facilities,Province of British Columbia,,1860,san miguel rd,V8N6G8,victoria,bc,1860 san miguel rd victoria bc v8n 6g8,Saanich,5917021,59,48.4799073,-123.3166363,POINT (-123.3166363 48.4799073)
1469,sandalwood adult intensive care facility,,Nursing and residential care facilities,Province of British Columbia,,2965,westsyde rd,V2B7E7,kamloops,bc,2965 westsyde rd kamloops bc v2b 7e7,Kamloops,5933042,59,50.758396,-120.348604,POINT (-120.348604 50.758396)
1470,sandspit medical clinic,,Ambulatory health care services,Province of British Columbia,,403,copper bay road,V0T1T0,sandspit,bc,403 copper bay road sandspit bc v0t 1t0,Skeena-Queen Charlotte E,5947032,59,53.243312,-131.817065,POINT (-131.817065 53.243312)
1471,sardis house,,Nursing and residential care facilities,Province of British Columbia,,4521,sardis st,V5H1K8,burnaby,bc,4521 sardis st burnaby bc v5h 1k8,Burnaby,5915025,59,49.2339431,-123.0029902,POINT (-123.0029902 49.2339431)
1472,sardis new chaffey,,Nursing and residential care facilities,Province of British Columbia,,4751,sardis st,V5H1L4,burnaby,bc,4751 sardis st burnaby bc v5h 1l4,Burnaby,5915025,59,49.2336902,-122.9968143,POINT (-122.9968143 49.2336902)
1473,scotia place,,Nursing and residential care facilities,Province of British Columbia,,4314,scotia place,V8A2X2,powell river,bc,4314 scotia place powell river bc v8a 2x2,Powell River,5927008,59,49.8326712,-124.5216544,POINT (-124.5216544 49.8326712)
1474,scott home,,Nursing and residential care facilities,Province of British Columbia,,4830,scott ave,V8G2B6,terrace,bc,4830 scott ave terrace bc v8g 2b6,Terrace,5949011,59,54.523671,-128.60342,POINT (-128.60342 54.523671)
1475,sea to sky walk in clinic,,Ambulatory health care services,Province of British Columbia,,103-40147,glenalder place,V8B0G2,squamish,bc,103-40147 glenalder place squamish bc v8b 0g2,Squamish,5931006,59,49.73649,-123.1339,POINT (-123.1339 49.73649)
1476,seamount home,,Nursing and residential care facilities,Province of British Columbia,,2056,seamount pl,V8M1M7,victoria,bc,2056 seamount pl victoria bc v8m 1m7,Central Saanich,5917015,59,48.5782057,-123.4142669,POINT (-123.4142669 48.5782057)
1477,sechelt hospital,,Hospitals,Province of British Columbia,,5544,sunshine coast highway,V0N3A0,sechelt,bc,5544 sunshine coast highway sechelt bc v0n 3a0,Sechelt,5929011,59,49.475307,-123.749159,POINT (-123.749159 49.475307)
1478,selkirk family care home,,Nursing and residential care facilities,Province of British Columbia,,1120,selkirk ave,V2B1V6,kamloops,bc,1120 selkirk ave kamloops bc v2b 1v6,Kamloops,5933042,59,50.7035685,-120.3710195,POINT (-120.3710195 50.7035685)
1479,selkirk place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8T5K7,victoria,bc,,Victoria,,59,,,
1480,selkirk seniors village,,Nursing and residential care facilities,Province of British Columbia,,385,waterfront cres,V8T0A7,victoria,bc,385 waterfront cres victoria bc v8t 0a7,Victoria,5917034,59,48.441914,-123.37798,POINT (-123.37798 48.441914)
1481,selkirk waterfront,,Nursing and residential care facilities,Province of British Columbia,,390,waterfront cres,V8T5K3,victoria,bc,390 waterfront cres victoria bc v8t 5k3,Victoria,5917034,59,48.441484,-123.37761,POINT (-123.37761 48.441484)
